ID, Splay Tree Integer Sequence, AVL Tree Integer Sequence, Binary Tree Integer Sequence, Splay Tree Random Sequence, AVL Tree Random Sequence, Binary Tree Random Sequence, Splay Tree Duplicate Integer Sequence, AVL Tree Duplicate Integer Sequence, Binary Tree Duplicate Integer Sequence, Splay Tree Prime Integer Sequence, AVL Tree Prime Integer Sequence, Binary Tree Integer Sequence
5523, 20, 13, 19, 19, 11, 21, 3, 14, 15, -1, -1, -1
5524, 15, 13, 18, 18, 11, 14, 1, 14, 15, -1, -1, -1
5525, 15, 13, 16, 15, 7, 8, 20, 10, 14, -1, -1, -1
5526, 13, 14, 21, 14, 13, 17, 3, 10, 14, -1, -1, -1
5527, 22, 12, 14, 20, 13, 15, 2, 10, 14, -1, -1, -1
5528, 11, 13, 17, 13, 12, 20, 2, 10, 14, -1, -1, -1
5529, 19, 11, 6, 13, 13, 15, 2, 10, 14, -1, -1, -1
5530, 17, 12, 13, 12, 13, 16, 19, 11, 14, -1, -1, -1
5531, 12, 12, 15, 20, 13, 18, 1, 11, 14, -1, -1, -1
5532, 11, 12, 14, 15, 14, 18, 2, 11, 14, -1, -1, -1
5533, 15, 12, 20, 14, 13, 17, 1, 11, 14, -1, -1, -1
5534, 15, 12, 21, 18, 13, 16, 1, 11, 14, -1, -1, -1
5535, 13, 13, 12, 21, 13, 8, 25, 12, 11, -1, -1, -1
5536, 12, 11, 11, 19, 11, 9, 2, 12, 11, -1, -1, -1
5537, 17, 14, 17, 18, 12, 17, 3, 12, 11, -1, -1, -1
5538, 13, 13, 14, 23, 12, 17, 1, 12, 11, -1, -1, -1
5539, 19, 13, 21, 16, 13, 19, 3, 12, 11, -1, -1, -1
5540, 14, 13, 15, 23, 12, 12, 19, 11, 11, -1, -1, -1
5541, 24, 10, 16, 15, 14, 22, 3, 11, 11, -1, -1, -1
5542, 23, 9, 24, 12, 14, 16, 3, 11, 11, -1, -1, -1
5543, 18, 13, 20, 16, 13, 15, 1, 11, 11, -1, -1, -1
5544, 14, 12, 16, 12, 13, 17, 3, 11, 11, -1, -1, -1
5545, 19, 9, 13, 19, 10, 18, 21, 10, 10, -1, -1, -1
5546, 17, 11, 19, 21, 13, 21, 2, 10, 10, -1, -1, -1
5547, 13, 12, 14, 11, 13, 14, 2, 10, 10, -1, -1, -1
5548, 10, 12, 11, 12, 11, 14, 1, 10, 10, -1, -1, -1
5549, 12, 9, 15, 26, 12, 17, 3, 10, 10, -1, -1, -1
5550, 25, 9, 20, 17, 12, 17, 15, 12, 15, -1, -1, -1
5551, 23, 12, 15, 15, 12, 20, 3, 12, 15, -1, -1, -1
5552, 21, 12, 18, 7, 9, 7, 2, 12, 15, -1, -1, -1
5553, 23, 12, 13, 6, 11, 12, 3, 12, 15, -1, -1, -1
5554, 21, 11, 14, 18, 10, 10, 1, 12, 15, -1, -1, -1
5555, 12, 10, 13, 22, 14, 14, 17, 10, 12, -1, -1, -1
5556, 14, 9, 19, 15, 13, 12, 3, 10, 12, -1, -1, -1
5557, 24, 12, 17, 10, 14, 16, 1, 10, 12, -1, -1, -1
5558, 12, 12, 11, 21, 11, 12, 3, 10, 12, -1, -1, -1
5559, 12, 11, 24, 27, 6, 20, 2, 10, 12, -1, -1, -1
5560, 15, 11, 16, 14, 13, 18, 12, 12, 12, -1, -1, -1
5561, 21, 13, 14, 20, 13, 17, 1, 12, 12, -1, -1, -1
5562, 17, 12, 15, 18, 11, 14, 1, 12, 12, -1, -1, -1
5563, 10, 12, 16, 16, 13, 21, 1, 12, 12, -1, -1, -1
5564, 13, 12, 13, 27, 13, 14, 1, 12, 12, -1, -1, -1
5565, 17, 10, 12, 13, 14, 16, 20, 11, 12, -1, -1, -1
5566, 16, 12, 18, 13, 13, 17, 2, 11, 12, -1, -1, -1
5567, 18, 11, 28, 15, 9, 14, 3, 11, 12, -1, -1, -1
5568, 13, 13, 18, 16, 13, 17, 1, 11, 12, -1, -1, -1
5569, 19, 12, 8, 20, 13, 21, 1, 11, 12, -1, -1, -1
5570, 13, 13, 20, 17, 12, 17, 25, 11, 18, -1, -1, -1
5571, 16, 13, 13, 18, 14, 15, 2, 11, 18, -1, -1, -1
5572, 21, 11, 15, 20, 14, 17, 3, 11, 18, -1, -1, -1
5573, 12, 11, 17, 14, 14, 20, 1, 11, 18, -1, -1, -1
5574, 17, 13, 16, 15, 13, 17, 2, 11, 18, -1, -1, -1
5575, 8, 12, 9, 18, 12, 17, 15, 9, 13, -1, -1, -1
5576, 20, 12, 12, 15, 8, 9, 3, 9, 13, -1, -1, -1
5577, 12, 10, 19, 17, 12, 11, 2, 9, 13, -1, -1, -1
5578, 16, 13, 16, 14, 12, 12, 1, 9, 13, -1, -1, -1
5579, 16, 12, 23, 18, 11, 10, 3, 9, 13, -1, -1, -1
5580, 13, 13, 6, 18, 13, 14, 14, 6, 8, -1, -1, -1
5581, 15, 13, 19, 24, 13, 18, 3, 6, 8, -1, -1, -1
5582, 19, 11, 17, 19, 12, 19, 2, 6, 8, -1, -1, -1
5583, 15, 12, 15, 11, 14, 17, 2, 6, 8, -1, -1, -1
5584, 23, 7, 16, 15, 13, 19, 2, 6, 8, -1, -1, -1
5585, 16, 12, 23, 16, 11, 19, 17, 8, 10, -1, -1, -1
5586, 17, 13, 16, 18, 13, 19, 1, 8, 10, -1, -1, -1
5587, 12, 13, 20, 17, 13, 18, 2, 8, 10, -1, -1, -1
5588, 17, 10, 13, 14, 14, 18, 1, 8, 10, -1, -1, -1
5589, 15, 12, 15, 8, 13, 15, 1, 8, 10, -1, -1, -1
5590, 9, 10, 15, 14, 12, 19, 24, 8, 10, -1, -1, -1
5591, 16, 12, 26, 15, 12, 10, 3, 8, 10, -1, -1, -1
5592, 20, 11, 14, 18, 13, 18, 1, 8, 10, -1, -1, -1
5593, 27, 14, 10, 18, 12, 12, 2, 8, 10, -1, -1, -1
5594, 15, 12, 20, 17, 13, 17, 1, 8, 10, -1, -1, -1
5595, 15, 12, 16, 19, 13, 22, 17, 10, 14, -1, -1, -1
5596, 23, 12, 15, 13, 12, 13, 3, 10, 14, -1, -1, -1
5597, 17, 11, 14, 22, 11, 11, 1, 10, 14, -1, -1, -1
5598, 21, 11, 13, 13, 11, 9, 2, 10, 14, -1, -1, -1
5599, 21, 11, 20, 13, 11, 27, 2, 10, 14, -1, -1, -1
5600, 10, 11, 17, 14, 12, 22, 25, 10, 15, -1, -1, -1
5601, 18, 9, 12, 20, 13, 15, 2, 10, 15, -1, -1, -1
5602, 21, 11, 10, 24, 10, 14, 3, 10, 15, -1, -1, -1
5603, 11, 14, 14, 15, 10, 17, 2, 10, 15, -1, -1, -1
5604, 24, 11, 15, 19, 14, 16, 2, 10, 15, -1, -1, -1
5605, 22, 13, 13, 20, 13, 17, 20, 11, 17, -1, -1, -1
5606, 14, 12, 13, 20, 12, 15, 2, 11, 17, -1, -1, -1
5607, 15, 12, 15, 19, 14, 20, 2, 11, 17, -1, -1, -1
5608, 15, 13, 15, 21, 12, 10, 3, 11, 17, -1, -1, -1
5609, 17, 13, 16, 18, 12, 13, 1, 11, 17, -1, -1, -1
5610, 18, 10, 9, 20, 12, 13, 15, 10, 13, -1, -1, -1
5611, 22, 14, 20, 14, 11, 13, 3, 10, 13, -1, -1, -1
5612, 10, 13, 14, 25, 12, 11, 2, 10, 13, -1, -1, -1
5613, 15, 13, 14, 13, 12, 19, 2, 10, 13, -1, -1, -1
5614, 12, 13, 16, 13, 11, 15, 2, 10, 13, -1, -1, -1
5615, 11, 11, 19, 19, 10, 14, 17, 10, 17, -1, -1, -1
5616, 15, 12, 14, 18, 14, 19, 1, 10, 17, -1, -1, -1
5617, 22, 10, 15, 13, 11, 15, 2, 10, 17, -1, -1, -1
5618, 24, 10, 8, 20, 7, 6, 1, 10, 17, -1, -1, -1
5619, 24, 12, 18, 10, 12, 19, 3, 10, 17, -1, -1, -1
5620, 8, 11, 15, 19, 13, 15, 21, 10, 19, -1, -1, -1
5621, 23, 11, 16, 14, 13, 14, 1, 10, 19, -1, -1, -1
5622, 9, 9, 12, 7, 12, 11, 2, 10, 19, -1, -1, -1
5623, 13, 11, 16, 22, 12, 16, 1, 10, 19, -1, -1, -1
5624, 15, 12, 14, 29, 13, 17, 2, 10, 19, -1, -1, -1
5625, 12, 12, 14, 14, 13, 18, 16, 12, 11, -1, -1, -1
5626, 17, 12, 18, 14, 13, 19, 3, 12, 11, -1, -1, -1
5627, 16, 10, 13, 8, 11, 14, 4, 12, 11, -1, -1, -1
5628, 18, 13, 18, 13, 13, 18, 1, 12, 11, -1, -1, -1
5629, 19, 13, 11, 20, 12, 14, 3, 12, 11, -1, -1, -1
5630, 25, 13, 16, 17, 12, 16, 21, 8, 14, -1, -1, -1
5631, 26, 13, 19, 15, 14, 19, 3, 8, 14, -1, -1, -1
5632, 19, 13, 17, 12, 11, 14, 2, 8, 14, -1, -1, -1
5633, 26, 12, 24, 16, 12, 16, 1, 8, 14, -1, -1, -1
5634, 10, 12, 12, 20, 13, 17, 3, 8, 14, -1, -1, -1
5635, 14, 10, 10, 23, 11, 21, 25, 11, 15, -1, -1, -1
5636, 10, 11, 12, 14, 14, 17, 1, 11, 15, -1, -1, -1
5637, 11, 13, 12, 28, 11, 15, 1, 11, 15, -1, -1, -1
5638, 11, 8, 13, 21, 13, 19, 1, 11, 15, -1, -1, -1
5639, 11, 12, 18, 14, 12, 14, 3, 11, 15, -1, -1, -1
5640, 11, 12, 19, 28, 14, 20, 12, 10, 10, -1, -1, -1
5641, 14, 12, 21, 13, 11, 22, 2, 10, 10, -1, -1, -1
5642, 23, 12, 17, 22, 13, 18, 1, 10, 10, -1, -1, -1
5643, 14, 11, 12, 23, 12, 17, 2, 10, 10, -1, -1, -1
5644, 9, 10, 18, 27, 14, 11, 1, 10, 10, -1, -1, -1
5645, 19, 13, 20, 13, 12, 19, 14, 9, 5, -1, -1, -1
5646, 14, 12, 16, 21, 12, 18, 3, 9, 5, -1, -1, -1
5647, 23, 14, 13, 11, 12, 26, 2, 9, 5, -1, -1, -1
5648, 10, 13, 14, 21, 11, 15, 1, 9, 5, -1, -1, -1
5649, 25, 11, 15, 25, 12, 15, 2, 9, 5, -1, -1, -1
5650, 14, 11, 15, 15, 11, 21, 9, 11, 12, -1, -1, -1
5651, 13, 11, 19, 31, 14, 20, 3, 11, 12, -1, -1, -1
5652, 21, 11, 20, 14, 12, 14, 1, 11, 12, -1, -1, -1
5653, 8, 12, 12, 20, 13, 19, 2, 11, 12, -1, -1, -1
5654, 22, 11, 20, 9, 12, 12, 3, 11, 12, -1, -1, -1
5655, 20, 12, 19, 17, 11, 11, 21, 9, 7, -1, -1, -1
5656, 10, 13, 15, 17, 11, 21, 2, 9, 7, -1, -1, -1
5657, 15, 13, 17, 18, 12, 13, 1, 9, 7, -1, -1, -1
5658, 11, 12, 20, 13, 11, 15, 3, 9, 7, -1, -1, -1
5659, 14, 13, 13, 14, 11, 20, 1, 9, 7, -1, -1, -1
5660, 16, 11, 14, 16, 12, 20, 16, 13, 12, -1, -1, -1
5661, 19, 13, 18, 17, 13, 16, 1, 13, 12, -1, -1, -1
5662, 14, 11, 11, 19, 12, 12, 2, 13, 12, -1, -1, -1
5663, 23, 12, 11, 16, 12, 11, 2, 13, 12, -1, -1, -1
5664, 18, 12, 18, 22, 11, 22, 3, 13, 12, -1, -1, -1
5665, 14, 11, 21, 17, 12, 12, 13, 10, 6, -1, -1, -1
5666, 20, 7, 14, 16, 12, 20, 2, 10, 6, -1, -1, -1
5667, 16, 14, 19, 17, 14, 16, 1, 10, 6, -1, -1, -1
5668, 22, 13, 11, 15, 12, 10, 2, 10, 6, -1, -1, -1
5669, 13, 10, 20, 15, 12, 12, 1, 10, 6, -1, -1, -1
5670, 20, 12, 17, 19, 11, 13, 14, 11, 8, -1, -1, -1
5671, 20, 12, 13, 10, 13, 16, 2, 11, 8, -1, -1, -1
5672, 15, 13, 18, 15, 12, 17, 2, 11, 8, -1, -1, -1
5673, 15, 10, 13, 20, 11, 31, 3, 11, 8, -1, -1, -1
5674, 13, 12, 11, 16, 9, 13, 1, 11, 8, -1, -1, -1
5675, 14, 13, 23, 8, 13, 17, 12, 13, 16, -1, -1, -1
5676, 19, 13, 19, 11, 13, 14, 2, 13, 16, -1, -1, -1
5677, 11, 12, 9, 16, 13, 15, 1, 13, 16, -1, -1, -1
5678, 21, 12, 13, 21, 14, 20, 2, 13, 16, -1, -1, -1
5679, 20, 12, 23, 16, 14, 18, 2, 13, 16, -1, -1, -1
5680, 8, 13, 18, 21, 13, 12, 10, 11, 12, -1, -1, -1
5681, 13, 12, 17, 17, 13, 14, 2, 11, 12, -1, -1, -1
5682, 14, 13, 21, 24, 13, 19, 2, 11, 12, -1, -1, -1
5683, 18, 12, 16, 19, 12, 12, 2, 11, 12, -1, -1, -1
5684, 23, 11, 22, 20, 13, 13, 3, 11, 12, -1, -1, -1
5685, 15, 9, 11, 13, 11, 21, 16, 9, 14, -1, -1, -1
5686, 20, 11, 21, 16, 13, 14, 4, 9, 14, -1, -1, -1
5687, 17, 12, 17, 14, 13, 16, 3, 9, 14, -1, -1, -1
5688, 19, 10, 15, 13, 12, 12, 2, 9, 14, -1, -1, -1
5689, 19, 11, 19, 13, 12, 19, 2, 9, 14, -1, -1, -1
5690, 19, 13, 17, 20, 12, 18, 12, 9, 14, -1, -1, -1
5691, 17, 9, 11, 19, 11, 12, 3, 9, 14, -1, -1, -1
5692, 17, 12, 19, 18, 13, 16, 3, 9, 14, -1, -1, -1
5693, 15, 12, 17, 17, 12, 19, 2, 9, 14, -1, -1, -1
5694, 13, 10, 19, 15, 11, 19, 3, 9, 14, -1, -1, -1
5695, 18, 12, 11, 21, 9, 14, 22, 13, 10, -1, -1, -1
5696, 14, 11, 11, 10, 8, 8, 4, 13, 10, -1, -1, -1
5697, 19, 12, 21, 14, 14, 22, 1, 13, 10, -1, -1, -1
5698, 7, 10, 12, 12, 12, 21, 1, 13, 10, -1, -1, -1
5699, 17, 13, 16, 11, 10, 12, 1, 13, 10, -1, -1, -1
5700, 18, 13, 21, 22, 11, 16, 15, 10, 9, -1, -1, -1
5701, 6, 11, 11, 12, 13, 16, 2, 10, 9, -1, -1, -1
5702, 17, 12, 18, 16, 12, 18, 3, 10, 9, -1, -1, -1
5703, 8, 12, 9, 18, 12, 23, 1, 10, 9, -1, -1, -1
5704, 13, 11, 18, 17, 13, 19, 1, 10, 9, -1, -1, -1
5705, 15, 11, 11, 19, 13, 18, 14, 12, 16, -1, -1, -1
5706, 15, 13, 15, 26, 12, 13, 1, 12, 16, -1, -1, -1
5707, 23, 11, 17, 21, 12, 19, 1, 12, 16, -1, -1, -1
5708, 16, 11, 23, 19, 11, 17, 2, 12, 16, -1, -1, -1
5709, 15, 10, 16, 18, 13, 15, 1, 12, 16, -1, -1, -1
5710, 16, 11, 21, 18, 14, 17, 18, 10, 8, -1, -1, -1
5711, 23, 11, 18, 15, 11, 12, 2, 10, 8, -1, -1, -1
5712, 28, 11, 19, 15, 8, 6, 3, 10, 8, -1, -1, -1
5713, 12, 11, 11, 12, 13, 19, 1, 10, 8, -1, -1, -1
5714, 25, 12, 16, 12, 12, 19, 2, 10, 8, -1, -1, -1
5715, 6, 14, 14, 22, 13, 16, 6, 7, 14, -1, -1, -1
5716, 13, 13, 18, 15, 13, 12, 3, 7, 14, -1, -1, -1
5717, 23, 10, 11, 7, 11, 12, 2, 7, 14, -1, -1, -1
5718, 20, 13, 21, 15, 12, 19, 2, 7, 14, -1, -1, -1
5719, 13, 11, 18, 19, 13, 20, 2, 7, 14, -1, -1, -1
5720, 23, 12, 16, 17, 10, 11, 24, 9, 17, -1, -1, -1
5721, 16, 11, 11, 8, 11, 12, 1, 9, 17, -1, -1, -1
5722, 15, 13, 13, 22, 13, 23, 1, 9, 17, -1, -1, -1
5723, 17, 11, 12, 18, 13, 12, 1, 9, 17, -1, -1, -1
5724, 24, 11, 16, 9, 13, 16, 2, 9, 17, -1, -1, -1
5725, 13, 11, 17, 18, 13, 11, 16, 8, 11, -1, -1, -1
5726, 26, 11, 13, 17, 13, 23, 3, 8, 11, -1, -1, -1
5727, 15, 13, 15, 19, 11, 14, 1, 8, 11, -1, -1, -1
5728, 19, 13, 15, 8, 13, 17, 2, 8, 11, -1, -1, -1
5729, 13, 12, 16, 9, 11, 13, 3, 8, 11, -1, -1, -1
5730, 18, 11, 17, 16, 11, 19, 15, 12, 16, -1, -1, -1
5731, 24, 13, 17, 14, 11, 12, 2, 12, 16, -1, -1, -1
5732, 14, 11, 15, 15, 13, 21, 3, 12, 16, -1, -1, -1
5733, 24, 11, 17, 19, 13, 23, 1, 12, 16, -1, -1, -1
5734, 23, 12, 15, 15, 13, 18, 3, 12, 16, -1, -1, -1
5735, 12, 12, 17, 22, 14, 12, 20, 11, 13, -1, -1, -1
5736, 18, 9, 10, 15, 14, 20, 2, 11, 13, -1, -1, -1
5737, 15, 12, 9, 19, 12, 14, 3, 11, 13, -1, -1, -1
5738, 22, 10, 12, 10, 12, 19, 1, 11, 13, -1, -1, -1
5739, 19, 12, 17, 21, 12, 15, 1, 11, 13, -1, -1, -1
5740, 14, 11, 11, 14, 11, 18, 18, 11, 13, -1, -1, -1
5741, 9, 12, 17, 20, 13, 14, 1, 11, 13, -1, -1, -1
5742, 21, 13, 15, 11, 13, 16, 3, 11, 13, -1, -1, -1
5743, 9, 12, 22, 10, 12, 17, 3, 11, 13, -1, -1, -1
5744, 14, 10, 12, 20, 14, 17, 2, 11, 13, -1, -1, -1
5745, 19, 12, 17, 19, 13, 21, 22, 9, 10, -1, -1, -1
5746, 15, 12, 17, 21, 13, 16, 1, 9, 10, -1, -1, -1
5747, 21, 11, 15, 6, 11, 15, 3, 9, 10, -1, -1, -1
5748, 17, 13, 9, 14, 12, 17, 3, 9, 10, -1, -1, -1
5749, 14, 12, 16, 23, 13, 14, 2, 9, 10, -1, -1, -1
5750, 6, 12, 20, 18, 14, 19, 23, 11, 16, -1, -1, -1
5751, 12, 13, 10, 19, 12, 15, 2, 11, 16, -1, -1, -1
5752, 13, 13, 12, 19, 12, 17, 2, 11, 16, -1, -1, -1
5753, 17, 12, 19, 23, 11, 14, 2, 11, 16, -1, -1, -1
5754, 18, 11, 23, 11, 12, 16, 2, 11, 16, -1, -1, -1
5755, 6, 13, 17, 12, 13, 12, 15, 13, 16, -1, -1, -1
5756, 15, 13, 13, 26, 12, 19, 1, 13, 16, -1, -1, -1
5757, 18, 10, 15, 15, 11, 17, 1, 13, 16, -1, -1, -1
5758, 11, 13, 16, 16, 11, 17, 1, 13, 16, -1, -1, -1
5759, 19, 10, 16, 17, 8, 10, 2, 13, 16, -1, -1, -1
5760, 21, 14, 15, 15, 11, 16, 18, 12, 13, -1, -1, -1
5761, 15, 11, 13, 16, 13, 15, 1, 12, 13, -1, -1, -1
5762, 21, 12, 10, 14, 14, 10, 1, 12, 13, -1, -1, -1
5763, 20, 10, 11, 26, 13, 11, 1, 12, 13, -1, -1, -1
5764, 11, 11, 14, 11, 13, 11, 3, 12, 13, -1, -1, -1
5765, 17, 10, 16, 20, 13, 17, 13, 13, 13, -1, -1, -1
5766, 11, 12, 12, 20, 11, 14, 1, 13, 13, -1, -1, -1
5767, 17, 10, 17, 11, 13, 12, 1, 13, 13, -1, -1, -1
5768, 15, 12, 19, 15, 13, 18, 3, 13, 13, -1, -1, -1
5769, 8, 12, 16, 19, 11, 8, 3, 13, 13, -1, -1, -1
5770, 17, 11, 15, 13, 13, 17, 12, 8, 10, -1, -1, -1
5771, 14, 11, 15, 27, 13, 14, 2, 8, 10, -1, -1, -1
5772, 19, 13, 17, 16, 11, 13, 1, 8, 10, -1, -1, -1
5773, 18, 12, 17, 8, 11, 15, 3, 8, 10, -1, -1, -1
5774, 21, 12, 16, 15, 10, 21, 1, 8, 10, -1, -1, -1
5775, 15, 13, 19, 23, 12, 16, 13, 12, 12, -1, -1, -1
5776, 22, 12, 12, 19, 12, 8, 2, 12, 12, -1, -1, -1
5777, 12, 13, 17, 14, 13, 24, 1, 12, 12, -1, -1, -1
5778, 19, 12, 16, 22, 13, 21, 1, 12, 12, -1, -1, -1
5779, 14, 12, 10, 15, 10, 17, 3, 12, 12, -1, -1, -1
5780, 19, 13, 16, 16, 14, 17, 18, 12, 13, -1, -1, -1
5781, 17, 12, 18, 10, 14, 15, 1, 12, 13, -1, -1, -1
5782, 13, 11, 18, 20, 13, 15, 3, 12, 13, -1, -1, -1
5783, 15, 13, 16, 11, 11, 21, 3, 12, 13, -1, -1, -1
5784, 14, 11, 19, 20, 11, 10, 1, 12, 13, -1, -1, -1
5785, 18, 12, 14, 13, 13, 15, 20, 13, 15, -1, -1, -1
5786, 23, 12, 16, 17, 14, 14, 3, 13, 15, -1, -1, -1
5787, 16, 10, 15, 11, 14, 16, 1, 13, 15, -1, -1, -1
5788, 23, 11, 22, 21, 11, 11, 2, 13, 15, -1, -1, -1
5789, 13, 12, 14, 15, 10, 14, 3, 13, 15, -1, -1, -1
5790, 16, 14, 17, 13, 10, 12, 24, 11, 10, -1, -1, -1
5791, 18, 11, 20, 18, 14, 20, 2, 11, 10, -1, -1, -1
5792, 12, 11, 17, 17, 13, 15, 2, 11, 10, -1, -1, -1
5793, 11, 13, 15, 29, 11, 12, 2, 11, 10, -1, -1, -1
5794, 12, 12, 19, 15, 13, 19, 2, 11, 10, -1, -1, -1
5795, 15, 9, 13, 23, 9, 14, 18, 9, 15, -1, -1, -1
5796, 13, 10, 12, 14, 12, 13, 1, 9, 15, -1, -1, -1
5797, 13, 11, 12, 23, 15, 22, 2, 9, 15, -1, -1, -1
5798, 13, 13, 16, 14, 14, 17, 2, 9, 15, -1, -1, -1
5799, 18, 11, 14, 13, 13, 10, 2, 9, 15, -1, -1, -1
5800, 19, 12, 12, 16, 13, 12, 21, 8, 15, -1, -1, -1
5801, 17, 12, 18, 16, 12, 22, 2, 8, 15, -1, -1, -1
5802, 17, 14, 14, 12, 9, 11, 1, 8, 15, -1, -1, -1
5803, 17, 12, 23, 22, 14, 20, 1, 8, 15, -1, -1, -1
5804, 20, 7, 10, 17, 12, 17, 2, 8, 15, -1, -1, -1
5805, 19, 13, 19, 23, 14, 14, 21, 10, 7, -1, -1, -1
5806, 23, 12, 12, 13, 12, 20, 2, 10, 7, -1, -1, -1
5807, 19, 10, 22, 14, 12, 22, 2, 10, 7, -1, -1, -1
5808, 14, 12, 20, 10, 11, 15, 3, 10, 7, -1, -1, -1
5809, 20, 12, 13, 24, 13, 17, 2, 10, 7, -1, -1, -1
5810, 7, 13, 15, 24, 11, 16, 19, 9, 7, -1, -1, -1
5811, 14, 10, 18, 16, 13, 11, 3, 9, 7, -1, -1, -1
5812, 11, 13, 19, 17, 10, 15, 2, 9, 7, -1, -1, -1
5813, 20, 12, 16, 9, 12, 22, 3, 9, 7, -1, -1, -1
5814, 11, 9, 14, 10, 13, 17, 1, 9, 7, -1, -1, -1
5815, 16, 10, 18, 17, 8, 10, 19, 12, 13, -1, -1, -1
5816, 18, 12, 13, 10, 13, 16, 2, 12, 13, -1, -1, -1
5817, 14, 11, 14, 25, 13, 16, 2, 12, 13, -1, -1, -1
5818, 14, 11, 18, 12, 14, 16, 4, 12, 13, -1, -1, -1
5819, 16, 14, 20, 17, 11, 16, 3, 12, 13, -1, -1, -1
5820, 14, 12, 16, 28, 10, 21, 15, 8, 10, -1, -1, -1
5821, 23, 13, 15, 10, 10, 20, 1, 8, 10, -1, -1, -1
5822, 22, 11, 10, 18, 11, 12, 3, 8, 10, -1, -1, -1
5823, 11, 12, 12, 17, 13, 19, 1, 8, 10, -1, -1, -1
5824, 20, 10, 15, 20, 14, 19, 3, 8, 10, -1, -1, -1
5825, 7, 12, 14, 22, 13, 13, 14, 9, 12, -1, -1, -1
5826, 21, 11, 18, 13, 12, 12, 2, 9, 12, -1, -1, -1
5827, 15, 14, 16, 17, 13, 13, 1, 9, 12, -1, -1, -1
5828, 19, 12, 19, 21, 13, 12, 1, 9, 12, -1, -1, -1
5829, 4, 13, 13, 23, 14, 15, 2, 9, 12, -1, -1, -1
5830, 11, 8, 10, 17, 12, 10, 18, 8, 19, -1, -1, -1
5831, 12, 12, 16, 21, 13, 19, 2, 8, 19, -1, -1, -1
5832, 17, 14, 21, 18, 12, 18, 1, 8, 19, -1, -1, -1
5833, 14, 12, 15, 22, 12, 15, 4, 8, 19, -1, -1, -1
5834, 19, 12, 18, 11, 10, 16, 2, 8, 19, -1, -1, -1
5835, 21, 13, 16, 16, 12, 13, 17, 13, 11, -1, -1, -1
5836, 8, 9, 14, 19, 12, 18, 1, 13, 11, -1, -1, -1
5837, 21, 10, 14, 17, 13, 12, 2, 13, 11, -1, -1, -1
5838, 11, 12, 14, 11, 11, 14, 2, 13, 11, -1, -1, -1
5839, 13, 13, 17, 22, 12, 18, 1, 13, 11, -1, -1, -1
5840, 23, 12, 13, 18, 10, 14, 19, 9, 14, -1, -1, -1
5841, 13, 12, 21, 13, 12, 13, 3, 9, 14, -1, -1, -1
5842, 19, 13, 19, 13, 11, 19, 3, 9, 14, -1, -1, -1
5843, 17, 11, 20, 18, 12, 12, 1, 9, 14, -1, -1, -1
5844, 15, 12, 18, 12, 11, 12, 3, 9, 14, -1, -1, -1
5845, 22, 12, 24, 12, 12, 18, 19, 10, 12, -1, -1, -1
5846, 14, 13, 14, 15, 12, 15, 2, 10, 12, -1, -1, -1
5847, 16, 12, 13, 15, 11, 9, 1, 10, 12, -1, -1, -1
5848, 24, 12, 16, 15, 13, 12, 3, 10, 12, -1, -1, -1
5849, 13, 12, 11, 14, 12, 11, 1, 10, 12, -1, -1, -1
5850, 21, 11, 13, 24, 13, 16, 17, 11, 11, -1, -1, -1
5851, 19, 11, 25, 22, 13, 14, 1, 11, 11, -1, -1, -1
5852, 13, 12, 23, 16, 12, 10, 2, 11, 11, -1, -1, -1
5853, 18, 6, 9, 21, 12, 12, 2, 11, 11, -1, -1, -1
5854, 10, 9, 9, 20, 11, 14, 1, 11, 11, -1, -1, -1
5855, 17, 13, 13, 16, 12, 12, 18, 12, 13, -1, -1, -1
5856, 16, 11, 16, 19, 13, 15, 3, 12, 13, -1, -1, -1
5857, 13, 12, 11, 12, 13, 15, 1, 12, 13, -1, -1, -1
5858, 20, 12, 14, 21, 12, 14, 3, 12, 13, -1, -1, -1
5859, 9, 13, 12, 19, 13, 12, 2, 12, 13, -1, -1, -1
5860, 17, 11, 17, 17, 12, 12, 15, 9, 11, -1, -1, -1
5861, 25, 13, 21, 13, 12, 15, 2, 9, 11, -1, -1, -1
5862, 20, 11, 16, 21, 14, 18, 2, 9, 11, -1, -1, -1
5863, 20, 9, 20, 15, 14, 16, 2, 9, 11, -1, -1, -1
5864, 17, 13, 17, 19, 11, 14, 2, 9, 11, -1, -1, -1
5865, 17, 9, 15, 19, 12, 23, 15, 11, 14, -1, -1, -1
5866, 16, 13, 17, 12, 13, 21, 1, 11, 14, -1, -1, -1
5867, 14, 11, 21, 24, 10, 16, 4, 11, 14, -1, -1, -1
5868, 22, 11, 15, 17, 12, 11, 3, 11, 14, -1, -1, -1
5869, 13, 13, 15, 18, 13, 19, 1, 11, 14, -1, -1, -1
5870, 18, 13, 12, 17, 13, 16, 15, 13, 12, -1, -1, -1
5871, 19, 11, 23, 21, 10, 15, 2, 13, 12, -1, -1, -1
5872, 18, 10, 15, 29, 12, 19, 1, 13, 12, -1, -1, -1
5873, 15, 13, 15, 11, 12, 19, 2, 13, 12, -1, -1, -1
5874, 16, 11, 18, 17, 15, 20, 1, 13, 12, -1, -1, -1
5875, 16, 13, 19, 18, 12, 14, 17, 12, 16, -1, -1, -1
5876, 17, 11, 17, 3, 14, 18, 2, 12, 16, -1, -1, -1
